username,display_name,follower_count,likes_count,video_count,avatar_url,region_code,average_likes,engagement_rate,follower_tier
calebcoffee,Caleb Coffee,11259061,489807421,2268,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/c533b514079cf20a461bed125209f07c~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=4496f78c&x-expires=1751623200&x-signature=LfLauVlkcvxAtFFrctduVtBIFpg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,215964.471340388,1.9181392776927666,Celebrity
rosalia,La Rosalia,32193632,398817880,232,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7310091357367107590~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=1bd9eb16&x-expires=1751623200&x-signature=JFAiK6ye642k03%2FHhHzNmEFefoY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,ES,1719042.5862068965,5.339697571889051,Celebrity
frankiefictitious,Frankie Fictitious,1442088,49991903,210,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/13b582ff65542ee6557d1d5c191c49d2~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=e4f8c297&x-expires=1751623200&x-signature=D%2FMWcdV1ULzaYBS41jOqDUuDdos%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,238056.68095238096,16.507777677394234,Mega-influencer
thinhung99,Thị Nhung🧶,7061291,107588959,463,https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3024abe7aef75d1b654309b1b5dc2704~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=663493f5&x-expires=1751623200&x-signature=uEFgwspRqyfBJtTIFK%2FQJ8GorpQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,VN,232373.5615550756,3.2908084591765956,Mega-influencer
judiitharias,Judith Arias,19563346,1419115883,2736,https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/bd63a0eb549f44b23964d2322fe8f942~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=cec097f7&x-expires=1751623200&x-signature=mtH5aAaxpVC%2Fyz4SJ1XJMQZinFo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,ES,518682.7057748538,2.6512985343859574,Celebrity
nazdej,Naz Dej,13066389,167758529,399,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/893f071eb1e079bb7c7b1080666eff7e~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=fca44dc1&x-expires=1751623200&x-signature=IoSUwzhSUywCwUxo0d9jGaeVqMU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,AZ,420447.4411027569,3.217778386230173,Celebrity
nick.digiovanni,nick.digiovanni,13442731,402881237,462,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/62d8fe89650e44e6f285a8a9eee9c025~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=99d588d5&x-expires=1751623200&x-signature=61cuqPB1BjWqGelXdFmndgqsgCI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,872037.3095238095,6.4870546730705945,Celebrity
itayvargas,Itayvargas✨,17111395,836538938,2514,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/47a65094de8711d420e89d47429e9178~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=585eec5d&x-expires=1751623200&x-signature=rQ9HPJg%2FkoT48l9dFR5xLfsDpro%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,CL,332752.1630867144,1.9446232354914044,Celebrity
damedamian,DameDamian,4851533,252126385,1319,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/c5edc9d347a620448a2444996a4d8d22~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=f8cbe54f&x-expires=1751623200&x-signature=s2oV%2BfHZPPFHHt%2BGmjgZW9YN590%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,191149.64746019713,3.9399844844958722,Mega-influencer
morimura,MoriMura🍕,16021574,644802253,2268,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7310437031959199750~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=c0e71fde&x-expires=1751623200&x-signature=AmPOyFqNqrxqIPy4RTGIzooyrI0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,BR,284304.344356261,1.7745094480496173,Celebrity
lgndfrvr,LGNDFRVR,18470764,497492934,875,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/4493042de7fe1821a4622288ee5d3d2c~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=5843fb6f&x-expires=1751623200&x-signature=w4VZkuYV69gK8h4cL%2FSMCD54aGI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,568563.3531428571,3.0781799450356093,Celebrity
dababy,Dababy,9684684,65770181,212,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0baba1fce008979b8167194b071f5c02~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=e1e9eb7e&x-expires=1751623200&x-signature=EOGXBFUZg27yerWSf9CGnHyJ1cA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,310236.7028301887,3.2033745533688935,Mega-influencer
jaxwritessongs,Jax,14819767,280068197,326,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ad61cbfb89b72ff08cc8a2b9db0d9bdd~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=06e45062&x-expires=1751623200&x-signature=nCPl6TjK79mmvSqIz7FGBbtr538%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,859104.8987730062,5.797020282255492,Celebrity
ava_love33,Ava Love 💨,2534731,92870059,269,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/bc7b73958b18d60602c00221ad2aefd5~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=96a634ed&x-expires=1751623200&x-signature=qMujVCcXZQOyEy7oOns%2F%2FJQvP2A%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,345241.8550185874,13.620453413738476,Mega-influencer
francis.bourgeois,Francis Bourgeois,3270703,77406811,261,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1476ef662bcd62d2b67023ffa79669ca~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=7e48cb33&x-expires=1751623200&x-signature=7VRwMPCYednXpjaYNeJJWeP0tNw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,GB,296577.81992337166,9.067708682915315,Mega-influencer
charlyokei,Charlyokei,5553359,202463166,594,https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/2b96d3e2d83e2be7b803c456cbc5bf59~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=bfd00f27&x-expires=1751623200&x-signature=MEGvP%2Fd0eFL9RaF6gBL5NFSkBg4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,ES,340847.0808080808,6.13767416815806,Mega-influencer
oli_natu,Oli Natu,14870955,420841163,1100,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7afb8c43eb32c25278c2aa0cc43a5db2~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=67c538c1&x-expires=1751623200&x-signature=ETp35eqqunsB5%2B6z6fxjNR6FV7A%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,BR,382582.8754545454,2.5726853147934707,Celebrity
oblomoffrecipe,oblomoffrecipe,12004526,199790032,310,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7310771653780127750~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=767e42d0&x-expires=1751623200&x-signature=7bskA27xIvUzxd%2FmqmBG6877BhM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,RU,644483.9741935484,5.368674899729888,Celebrity
yefersoncossio,Yef,18955501,379578466,657,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7310305687429447686~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=711844de&x-expires=1751623200&x-signature=Rs3ZD9s1kph9l1GJb8S8z3c5Veo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,CO,577745.00152207,3.047901511661813,Celebrity
official_eudy,Officer Eudy,10136020,342591166,2878,https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/18b676562253b8eb3c5acef734cd38ec~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=64fc04b6&x-expires=1751623200&x-signature=UBDmRecyZwx%2BIsxsPSTDNibwkg8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,119037.93120222377,1.1744050544713187,Celebrity
dez.thelez,Dez the lez,3349540,125206721,760,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/2ae60b02271549675a0f57dc141ca06a~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=5208b404&x-expires=1751623200&x-signature=68wiGN3e%2F105MISEYhhE%2B0%2B%2F%2BA8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,164745.6855263158,4.918457027720696,Mega-influencer
theevaelfie,Eva Elfie,6683476,93312336,266,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a433fe9d3d445e51dbc4e31a7f4cc0e8~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=7c6e34c6&x-expires=1751623200&x-signature=3hYylMQTzaJ%2BscbPh53%2FPaFI%2ByI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,RU,350798.25563909777,5.248739662401687,Mega-influencer
ryanbakery,𝙍𝙮𝙖𝙣𝘽𝙖𝙠𝙚𝙧𝙮,4381123,210382474,472,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/602a772ca81c8fce42d28c9e257994aa~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=f303eb7a&x-expires=1751623200&x-signature=2godTFJiP%2BXYeAvGPJXkduRf5cg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,MY,445725.58050847455,10.173774635144335,Mega-influencer
joesantagato,Joe Santagato,2475921,48005832,307,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/e8928cab8ca06e3a926321c251fe664a~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=7a97ed14&x-expires=1751623200&x-signature=IKAXKspLRcMvWdi6A93scATsiEE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,156370.78827361565,6.315661455822526,Mega-influencer
priimoraa,Prii Moraa,21968675,585061867,1419,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/4d26810884a4fdf6465efa10bd46af1a~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=c41cfcbc&x-expires=1751623200&x-signature=t8tcOaUH3KUobuLTdSFJEe%2FRBYM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,AR,412305.7554615927,1.876789362406211,Celebrity
jacobsutherland,Jacob Sutherland,391672,29922296,359,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7328722387011928069~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=831410aa&x-expires=1751623200&x-signature=kBL7QLTyWbM3iWRgwGv81EEavNc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,83349.0139275766,21.280309526230262,Mid-tier influencer
mimiermakeup,Mirta Miler,18667523,1251896419,1102,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/aa0eee11806e79171fc0a3dd06ebfce6~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=294e39f7&x-expires=1751623200&x-signature=jAz5Tq%2BWiagFOnMaf9aXTf%2BXbuU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,HR,1136022.1588021778,6.085553818801658,Celebrity
infinite,Caylus,8559196,114297156,241,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/59d30e3b10e8b72929852bc2c5228b60~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=56fdc086&x-expires=1751623200&x-signature=Of2Huc1OHVtGXKwdssRA2RHEzq0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,474262.0580912863,5.540965040306196,Mega-influencer
payton,SNAKEBITE,1024,5350,14,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/283b2441959c19f06bba63cf5baca742~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=36aff311&x-expires=1751623200&x-signature=B9Hg7t1FKpQymPsSc1Jq%2B7%2FB5Pg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,UA,382.14285714285717,37.318638392857146,Nano-influencer
asyrafjamall,A T A P,1776308,44945545,322,https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/08835f0615d12d126f01a3ae95cfe1ba~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=20a56875&x-expires=1751623200&x-signature=%2FtMPLOppHyfiAFhk9PRO7RvBunA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,ID,139582.43788819876,7.858008739936923,Mega-influencer
matheusevitoriaofc,Matheus e Vitoria,10097818,178495284,281,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/bbf10440c964e23a7cc51942b22811f8~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=1d53efac&x-expires=1751623200&x-signature=B5SbLQeK62qhP%2FkyV%2Be6xxOY6ec%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,BR,635214.5338078291,6.290611831267202,Celebrity
veydi_rush,veydi_rush,15239980,639752652,3503,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e105e12a5337f45d7f23cc8d792d5065~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=ca046234&x-expires=1751623200&x-signature=DQLFq%2Bnd%2FuDB9yjP3qYkQeFs9CI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,RU,182629.9320582358,1.1983607068922388,Celebrity
fedez,fedez,6216701,207283124,376,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7310318527461326853~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=4f08438a&x-expires=1751623200&x-signature=uO6GdaackqeQC64wjMJp%2FkHmxPg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,IT,551284.9042553192,8.867804712745862,Mega-influencer
wasyanka,Василий,5948742,195083859,1924,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/fbc47754a012d9b49ff19a6a7fd2a931~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=5d284787&x-expires=1751623200&x-signature=5tvhiZ9vbD2keN%2FK6U%2FrdIBk7%2FQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,RU,101394.93711018711,1.7044769652169671,Mega-influencer
augustogimenez,AugustoGimenez,20934479,1690684626,3559,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f0e394620d5bb62cdae5b9fc75e8c0e9~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=f6bbfdc6&x-expires=1751623200&x-signature=7SuDCd2CiWN%2Bkn946nxPv7KPYso%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,475044.85136274237,2.2691983467214176,Celebrity
jigpx,Jigar Patel,4790009,75701710,133,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7341950525007069189~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=60871336&x-expires=1751623200&x-signature=tWOQOftC0JAfK98l0YWBkZPPUVg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,569185.7894736842,11.8827707729502,Mega-influencer
dillajaidi,Dilla Jaidi,1911585,76804360,419,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7f977cc2d2e32f431ab78fc8e0857d5b~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=8e881cd2&x-expires=1751623200&x-signature=2O8VkZNGolh2OIYe1rf6p%2Bg8l7g%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,ID,183303.96181384247,9.58910860954875,Mega-influencer
_vincealarcon,Vince Alarcon,9765520,178709209,1225,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/51e1f4865249fe9cdcc67f607b21ec6f~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=2d5d08a3&x-expires=1751623200&x-signature=ae1fhcmbz%2F7feyEMmwlid7R1Uxs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,JP,145885.06857142856,1.4938791643602036,Mega-influencer
rubentuestaok,Ruben Tuesta,39853686,1439793780,1921,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/db7b95f5c0918a979363112e962a8f00~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=166446c1&x-expires=1751623200&x-signature=Y%2BQ6lBtRdyPiL4fNM91OP4pikZE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,AR,749502.2280062467,1.8806346494681738,Celebrity
romanlolo,Roman,3497382,70653210,71,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cc70acecb3bc22a40313a7a5b5b466fe~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=440747cd&x-expires=1751623200&x-signature=G5TE3AvqJEYbKYXloGUGtYmR4GU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,995115.6338028169,28.453158213853015,Mega-influencer
sibenitoo,SiBenitoo,7951647,203635011,826,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7b29d36a008e4def66cc7ff769e554f7~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=ffb6dd2c&x-expires=1751623200&x-signature=LCehFHeBINg3h9qLpTFcJ6QShkE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,PE,246531.49031476997,3.1003827297007773,Mega-influencer
larrywheels,PRLIFESTYLE,2869183,52063297,1095,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7310945328814489605~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=55d8b486&x-expires=1751623200&x-signature=rGd3NDmXwRHSBNVtGlgR52yaXJI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,47546.3899543379,1.6571403760003423,Mega-influencer
sveta.marcel,Света Марсель,5436195,173024228,1246,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7318761490193285126~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=a13dd593&x-expires=1751623200&x-signature=91CKzWTNxZPuUeNc4QcIYowfXLk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,RU,138863.74638844302,2.554429088515828,Mega-influencer
madelineaford,madeline ford,2074078,127124268,874,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/12f3c8635dd084f336e08b968985911a~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=f5d210d8&x-expires=1751623200&x-signature=CD4girQf%2FvVpJe9fRd3IWvBqPH0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,145451.10755148742,7.012807982703033,Mega-influencer
djsandyremix,djsandyremix,574088,5218410,157,https://p19-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/2f781877d73ef7c3895ddb83a1c52d5f~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=be09f21c&x-expires=1751623200&x-signature=dm6WBBYMrznxI2eo0aoei210BlU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,PH,33238.28025477707,5.78975353164969,Macro-influencer
jarvali,Jarvis,3469830,104009822,140,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/423d47c3712706d19e228f6d10d95a7e~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=e6f180c9&x-expires=1751623200&x-signature=dP2hK04WgfIjCh0Q1LgUp%2FNP10c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,AU,742927.3,21.411057602245645,Mega-influencer
monika.kociolek,MONA,3705791,157020466,2201,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/383a6889b050b3f42eac806b4748cd56~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=4a2479d2&x-expires=1751623200&x-signature=0VPwsVmsYkAAI9drfH74J7Yguek%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,PL,71340.51158564289,1.9251088792013065,Mega-influencer
hellmanretailgroup,Hellman Retail Group,3977909,65916998,138,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7340518064036773931~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=d19d574d&x-expires=1751623200&x-signature=b2XGrgZljmmHova%2FTnSTqWhiVPw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,477659.40579710144,12.007801229165912,Mega-influencer
jrayssaleal,Rayssaleal👑,6285133,73609841,267,https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/394078bc1e0f3e0ffd2b6049d91b92e6~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=fc1b2d48&x-expires=1751623200&x-signature=hANRseA8qEo3pvYyEGLLmmNaNOo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,BR,275692.2883895131,4.386419323020103,Mega-influencer
ugolord,⚖️ The TikTok Attorney ⚖️,6904914,300717053,1589,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/4a54d08dd4a313b3a46b15f7d63719db~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=84244fba&x-expires=1751623200&x-signature=z6%2FUjf4NYXSirV9IZWfXBySRoys%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,189249.24669603523,2.740790786040713,Mega-influencer
antrobo10,Anthony,1312114,41474491,698,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/24fc7528e655773ff12491985cf7f2a8~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=dac51f22&x-expires=1751623200&x-signature=bM%2FTl9I6f%2BUEgxcSK%2FKn4qNxz%2B0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,59419.041547277935,4.528496879636825,Mega-influencer
dermdoctor,DermDoctor | Dr. Shah,17880533,561977061,1513,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7313215157167882245~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=99c2a515&x-expires=1751623200&x-signature=xHMoCdDvtTsBjpf29ofhNoHlJlo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,371432.29411764705,2.0772998999394874,Celebrity
nicholas_crown,Nicholas Crown,2302296,123630468,1133,https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7317387751950090283~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=422ab38e&x-expires=1751623200&x-signature=U3LH0alSxD%2F6Beh9mIDIZUTQVHw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,109117.80052956752,4.73952091866413,Mega-influencer
leidys_sotolongo,Leidys Sotolongo,20736081,731485613,1428,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/0e9bf6f319314bab12e0f7f35e87b20b~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=0f502c4c&x-expires=1751623200&x-signature=%2B6ejO5QASMnDBdpVkdSSEsk7Leg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,MX,512244.82703081233,2.4703068387455294,Celebrity
dagibee,dagi,1072992,49962983,457,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1a19149168784c17ecb1285f6516b128~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=25e74af0&x-expires=1751623200&x-signature=9rzjkX3kjJF0Pp%2BhLE8n5SX2mX8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,DE,109328.19037199125,10.189096505098943,Mega-influencer
jensjulius_tejlgaard,JensJulius Tejlgaard,1103066,25372066,376,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7388413681598087173~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=f6b7e6b5&x-expires=1751623200&x-signature=bp%2FAmBwKKJLsNlYKHHJqNuVZBXI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,DK,67478.89893617021,6.117394510951313,Mega-influencer
lourdasprec,LOURD,17747619,569031155,487,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b81e763ff4ec4f5a67b10d61a6d87832~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=a1ebc71d&x-expires=1751623200&x-signature=0P8PGrIVP8MPNUU%2BefLdr%2BsBdpI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,1168441.796714579,6.583653822603353,Celebrity
